Employee_ID,First Name,Last Name,Gender,State,City,Education Level,Birthdate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating
00-14197492,Christopher,Ramirez,0,New York,New York City,Bachelor,7/11/1977,2017-11-17,,Customer Service,Help Desk Technician,58019,3
00-23254482,Donald,Ryan,1,New York,New York City,Bachelor,10/1/1973,2015-04-13,,Sales,Sales Specialist,89231,3
00-62156850,Jessica,Sims,1,New York,New York City,Bachelor,28/12/1994,2022-10-10,,Customer Service,Support Specialist,69316,3
00-89228847,Charles,Smith,0,North Carolina,Greensboro,Bachelor,5/4/1986,2017-07-16,,Sales,Sales Representative,62813,2
00-91329718,Crystal,Hess,0,New York,New York City,Master,31/01/1965,2022-08-13,,Operations,Operations Manager,106749,3
00-98013189,Richard,Lawrence,0,New York,New York City,Bachelor,19/08/1996,2020-12-17,,Operations,Operations Analyst,81050,3
00-95753950,Benjamin,Green,1,New York,New York City,Bachelor,1/9/2000,2016-12-13,,Operations,Inventory Specialist,66206,3
00-65828293,Yolanda,Kennedy,0,New York,New York City,Bachelor,24/09/2002,2023-10-29,,Operations,Logistics Coordinator,63579,2
00-92803389,Edgar,Long,1,New York,New York City,Bachelor,21/06/1979,2017-12-13,,Operations,Inventory Specialist,62575,3
00-19447334,Kelsey,Quinn,0,New York,New York City,Bachelor,27/01/1996,2023-04-24,,Sales,Sales Representative,61454,2
00-79724133,Dennis,Mason,1,New York,New York City,Bachelor,16/10/1998,2016-02-05,,Sales,Sales Consultant,98935,2
00-81358338,Randy,Shaw,1,New York,New York City,Bachelor,4/4/1962,2018-09-15,,Operations,Operations Analyst,103281,2
00-98164473,John,Maynard,1,Pennsylvania,Pittsburgh,Bachelor,7/3/1974,2017-08-27,,Marketing,Content Creator,71304,2
00-84950330,Gabrielle,Todd,1,New York,New York City,Bachelor,24/02/1984,2022-02-24,,Sales,Sales Representative,65652,3
00-24161873,Sean,White,0,New York,New York City,PhD,17/06/1968,2022-08-08,,Sales,Sales Specialist,79991,4
00-71568435,Donna,Faulkner,1,New York,New York City,Bachelor,27/07/1973,2022-10-13,,Sales,Sales Representative,77675,2
00-32388767,Jessica,Crosby,0,Michigan,Warren,Bachelor,26/09/1989,2023-01-16,,Operations,Logistics Coordinator,61904,2
00-77738718,Jeffery,Freeman,1,Michigan,Detroit,Bachelor,12/7/1984,2018-01-25,,Operations,Inventory Specialist,63854,2
00-90519326,Joseph,Young,0,New York,New York City,High School,29/04/1998,2019-09-17,,Customer Service,Help Desk Technician,77143,1
00-83830667,Jamie,Velez,1,New York,New York City,Bachelor,12/12/1988,2024-05-20,,Customer Service,Customer Service Representative,60745,2
00-59891348,Paul,Hardin,1,Pennsylvania,Philadelphia,Bachelor,15/10/1985,2019-12-09,,Operations,Operations Analyst,94828,2
00-53412847,Brandon,Hooper,0,Pennsylvania,Philadelphia,Bachelor,18/09/1987,2021-05-06,,Customer Service,Help Desk Technician,61132,2
00-38712948,Dakota,Schmitt,1,North Carolina,Raleigh,Bachelor,6/11/1976,2018-09-04,,Marketing,SEO Specialist,96270,2
00-44103265,Maria,Davenport,1,Michigan,Grand Rapids,Bachelor,5/7/1981,2018-04-13,,Customer Service,Support Specialist,65445,3
00-63296593,Beth,Hudson,1,New York,New York City,Bachelor,25/08/1988,2015-05-27,,IT,IT Support Specialist,65969,1
00-89961933,Desiree,Diaz,0,New York,New York City,High School,26/05/1971,2015-09-11,,Operations,Inventory Specialist,63523,1
00-10881653,Rachel,Miller,1,Illinois,Aurora,Bachelor,2/4/1963,2018-04-08,,Customer Service,Help Desk Technician,64295,3
00-52265790,Nicholas,Solomon,1,Michigan,Warren,High School,22/12/2000,2015-07-20,,Operations,Inventory Specialist,62234,1
00-47038339,Richard,Roth,1,New York,New York City,Master,22/11/1993,2024-05-13,,IT,Software Developer,92256,4
00-86593789,Tommy,Olson,0,New York,New York City,Bachelor,6/4/1980,2024-08-22,,Operations,Inventory Specialist,61038,2
00-15064880,Adam,Macias,1,Pennsylvania,Pittsburgh,Bachelor,6/8/1978,2019-06-20,,IT,Software Developer,87901,3
00-45566111,Gabriel,Jones,0,New York,New York City,Master,15/05/1978,2018-09-07,,Sales,Sales Consultant,96522,3
00-41271945,Juan,Hernandez,0,Ohio,Cincinnati,Bachelor,27/05/1972,2017-03-03,,Sales,Sales Consultant,75634,4
00-86569490,Michael,Love,0,New York,New York City,Bachelor,18/12/1974,2019-02-15,,IT,Software Developer,93287,4
00-20361818,Donna,Perry,0,New York,New York City,High School,15/05/1971,2022-05-09,,Marketing,Content Creator,56385,1
00-75535348,Jennifer,Olson,0,Pennsylvania,Allentown,PhD,30/12/1977,2023-07-05,,Sales,Sales Consultant,87820,4
00-87340611,Timothy,Garza,1,New York,New York City,Bachelor,18/05/1997,2023-09-09,,Marketing,Content Creator,65848,2
00-96201956,Martha,Johnson,0,New York,New York City,High School,24/11/1976,2018-01-17,,Marketing,Content Creator,61221,1
00-87347488,David,Vargas,1,New York,New York City,High School,12/7/1973,2018-02-22,,IT,IT Support Specialist,64449,1
00-54881018,Crystal,Williams,1,New York,New York City,Bachelor,3/5/2000,2018-08-11,,Customer Service,Help Desk Technician,84120,2
00-26178675,Dylan,Jackson,1,North Carolina,Greensboro,Master,29/02/1996,2023-12-25,,IT,IT Manager,106941,3
00-97614538,Hector,Mullen,0,New York,New York City,High School,17/04/1983,2023-08-21,,Customer Service,Help Desk Technician,69593,1
00-94851591,Tanya,Walsh,0,Michigan,Grand Rapids,Bachelor,28/05/1991,2018-12-08,,Operations,Logistics Coordinator,57712,3
00-15527388,Jennifer,Stanley,1,North Carolina,Raleigh,High School,28/01/2004,2018-04-21,,IT,IT Support Specialist,52836,1
00-53866598,Stacey,Robinson,0,New York,New York City,PhD,18/11/1981,2020-08-23,,Sales,Sales Consultant,86094,4
00-16780654,Victoria,Dillon,1,Illinois,Aurora,Bachelor,17/03/1992,2022-03-08,,Sales,Sales Representative,83130,2
00-89877290,Jeffrey,Jenkins,0,Ohio,Cincinnati,Bachelor,11/4/2002,2020-02-25,,Operations,Logistics Coordinator,54894,3
00-67973424,Laura,Hoover,1,Pennsylvania,Philadelphia,Bachelor,19/08/1982,2017-03-12,,Customer Service,Support Specialist,65077,3
00-27742113,Cindy,Dixon,1,New York,New York City,Master,26/12/1987,2018-03-07,,IT,System Administrator,71432,4
00-16618423,Jennifer,Cooper,1,New York,New York City,Master,25/04/1993,2020-06-25,,Operations,Operations Analyst,61428,4
00-63489393,Candace,Jones,1,New York,New York City,Master,26/02/1994,2020-05-26,,IT,Software Developer,89222,4
00-28102047,Paul,Rodriguez,1,Virginia,Richmond,High School,18/04/1991,2019-03-20,,Operations,Inventory Specialist,54179,1
00-63058791,Alexandra,Blankenship,0,New York,New York City,Bachelor,28/07/1990,2022-09-23,,Operations,Logistics Coordinator,55528,3
00-92677695,Robert,Hernandez,0,New York,New York City,Bachelor,28/11/1978,2024-02-07,,Sales,Sales Representative,66465,2
00-42522981,Gregory,Valenzuela,1,New York,New York City,High School,29/03/1994,2016-08-20,,Operations,Inventory Specialist,63163,1
00-87311859,Benjamin,Bowers,0,New York,New York City,PhD,25/11/1984,2016-07-14,,Sales,Sales Specialist,79828,4
00-66846657,Karen,Davis,1,New York,New York City,Bachelor,23/11/1975,2018-09-14,,Finance,Financial Analyst,85919,3
00-56241350,David,Munoz,1,Virginia,Norfolk,Bachelor,18/11/1970,2020-11-17,,Operations,Operations Analyst,80810,2
00-50912093,Aaron,Pace,0,Virginia,Richmond,Master,17/05/1985,2017-09-21,,Sales,Sales Specialist,72545,3
00-69352435,Debra,Boyd,0,Michigan,Warren,Bachelor,10/3/1992,2021-05-24,,Operations,Logistics Coordinator,58002,2
00-41338443,Nancy,Wolfe,1,New York,New York City,Bachelor,13/03/1992,2017-06-16,,Sales,Sales Representative,72560,2
00-21517819,Jerome,Lang,1,New York,New York City,Bachelor,9/7/2002,2016-11-02,,IT,Software Developer,103189,3
00-56073103,Judith,Juarez,1,New York,New York City,Bachelor,1/5/1993,2022-09-28,,Operations,Logistics Coordinator,67978,3
00-70406241,Barbara,Coleman,0,New York,New York City,Bachelor,16/03/1985,2019-04-09,,Sales,Sales Consultant,93903,3
00-82209870,Thomas,Hall,1,New York,New York City,Master,5/12/1979,2017-11-30,,IT,Software Developer,92947,3
00-44716489,Christopher,George,0,New York,New York City,Bachelor,15/09/2002,2020-07-30,,Sales,Sales Representative,58473,3
00-28971329,Ricky,Lopez,0,New York,New York City,Bachelor,18/07/1987,2022-10-03,,IT,Software Developer,93888,3
00-60547291,Julia,Smith,1,Virginia,Norfolk,High School,25/09/1979,2020-07-21,,Marketing,SEO Specialist,73485,1
00-15836056,David,Smith,1,New York,New York City,Bachelor,13/07/1980,2017-09-12,,Operations,Logistics Coordinator,69065,2
00-36936968,Jamie,Brock,1,New York,New York City,Master,18/02/1985,2023-06-08,,IT,Software Developer,75554,3
00-17124981,Michael,Moore,1,Illinois,Chicago,High School,5/3/1982,2019-09-11,,Customer Service,Support Specialist,61264,4
00-62163068,Brenda,Green,0,New York,New York City,Bachelor,27/11/1979,2022-07-28,,Operations,Logistics Coordinator,63715,3
00-98597172,Rodney,Diaz,0,New York,New York City,Bachelor,2/2/1997,2018-04-18,,Operations,Logistics Coordinator,60275,2
00-49258091,Victoria,Sanders,1,Pennsylvania,Philadelphia,Bachelor,6/12/1969,2023-03-21,,Operations,Logistics Coordinator,61763,3
00-41026926,Robert,Bowers,1,New York,New York City,Bachelor,16/05/1972,2024-07-06,,Operations,Logistics Coordinator,67626,2
00-23368583,Guy,Hansen,0,Michigan,Grand Rapids,Master,23/10/1973,2023-07-07,,IT,Software Developer,104877,3
00-90142265,Jon,Parker,1,New York,New York City,High School,10/8/1996,2020-05-13,,Operations,Inventory Specialist,53237,1
00-77196215,Kim,Sanders,1,Michigan,Grand Rapids,Bachelor,26/05/1990,2024-02-23,,Finance,Accountant,85177,2
00-12884132,Melissa,Hopkins,1,New York,New York City,Bachelor,24/03/1997,2015-10-18,,Customer Service,Customer Service Manager,84733,3
00-54770958,Jerry,Logan,0,New York,New York City,High School,14/01/1968,2019-03-04,,IT,IT Support Specialist,60500,1
00-12465878,Craig,Romero,0,New York,New York City,Bachelor,17/06/1993,2018-11-02,,Sales,Sales Specialist,81973,3
00-93917080,Matthew,Pierce,0,Illinois,Chicago,Bachelor,28/05/1982,2018-09-28,,Operations,Logistics Coordinator,62105,3
00-18322800,Gabrielle,Williams,0,Pennsylvania,Pittsburgh,High School,12/11/1983,2021-06-01,,Operations,Inventory Specialist,57296,4
00-13954845,Tamara,Smith,0,North Carolina,Charlotte,Bachelor,12/5/1967,2024-02-05,,Finance,Accounts Payable Specialist,62081,3
00-30361927,Madeline,Ruiz,1,New York,New York City,High School,26/06/1984,2018-08-22,,Customer Service,Support Specialist,61372,1
00-28422816,Ryan,Brown,0,New York,New York City,Bachelor,20/07/1974,2016-03-27,,Operations,Operations Analyst,69780,3
00-92201431,Nathan,Lynch,0,Ohio,Columbus,Bachelor,22/06/1969,2023-10-09,,Sales,Sales Representative,60711,3
00-66013532,Patrick,Joyce,1,New York,New York City,Bachelor,12/6/1969,2017-08-27,,Operations,Logistics Coordinator,68655,3
00-51927304,Diana,Mitchell,1,New York,New York City,High School,11/4/1977,2023-08-21,,IT,IT Support Specialist,55434,1
00-82777382,Brian,Ayala,1,New York,New York City,Bachelor,18/07/1976,2017-03-10,,Operations,Logistics Coordinator,72803,3
00-87984620,Danielle,Gonzales,1,New York,New York City,Bachelor,27/02/1976,2020-03-19,,Operations,Inventory Specialist,71136,4
00-28536762,Melissa,Galvan,0,New York,New York City,High School,23/04/1985,2018-07-21,,Operations,Inventory Specialist,59177,1
00-28153282,Justin,Johnson,1,New York,New York City,High School,10/9/1984,2019-08-21,,Operations,Inventory Specialist,58087,4
00-85812116,William,Hale,0,New York,New York City,High School,18/07/1973,2024-08-26,,Operations,Inventory Specialist,64865,1
00-84804948,Gavin,Johnson,1,Michigan,Detroit,Bachelor,8/8/1975,2020-04-02,,Customer Service,Help Desk Technician,79206,2
00-34714210,Diana,Cantrell,0,New York,New York City,Bachelor,16/09/1998,2018-02-03,,IT,System Administrator,86326,2
00-13957187,Wendy,Chan,1,New York,New York City,Master,11/2/1987,2022-05-18,,IT,Software Developer,79000,4
00-50714693,Elizabeth,Sullivan,1,New York,New York City,High School,14/09/1996,2019-03-19,,Customer Service,Customer Service Representative,57246,1
00-46748299,April,Mclaughlin,0,New York,New York City,Bachelor,30/11/1983,2017-01-27,,Sales,Sales Specialist,80448,1
00-27655789,Samantha,Dunn,0,New York,New York City,Bachelor,17/08/1984,2017-10-10,,Sales,Sales Consultant,93081,2
00-45817693,Maria,Herman,0,North Carolina,Charlotte,Master,5/5/1967,2021-05-16,,Operations,Operations Analyst,60380,3
00-90042177,Michael,Ochoa,0,Pennsylvania,Philadelphia,Bachelor,12/2/2003,2017-03-29,,Sales,Sales Representative,57810,3
00-58219240,Catherine,Lee,0,Pennsylvania,Philadelphia,High School,14/06/1994,2016-12-27,,IT,IT Support Specialist,53570,1
00-77420864,Richard,Smith,0,New York,New York City,High School,7/10/1992,2023-03-09,,Operations,Inventory Specialist,61197,1
00-97183615,Richard,Rodriguez,0,New York,New York City,High School,7/3/1990,2018-01-29,,Operations,Inventory Specialist,61865,4
00-73598657,Wesley,Morgan,1,New York,New York City,Bachelor,4/2/1990,2017-02-15,,Operations,Inventory Specialist,68950,3
00-14325777,Leah,Frye,1,New York,New York City,Bachelor,28/11/1977,2019-12-07,,Operations,Logistics Coordinator,68069,2
00-65437830,Amanda,Leon,1,New York,New York City,High School,19/04/1981,2017-04-08,,Customer Service,Support Specialist,55942,1
00-37455861,Heather,Church,1,New York,New York City,Master,9/4/1979,2016-08-06,,Operations,Operations Analyst,74414,4
00-92820305,Timothy,Sanchez,1,New York,New York City,Bachelor,17/02/1975,2019-05-12,,Sales,Sales Representative,63433,1
00-71410640,Susan,Ellis,0,Michigan,Warren,High School,6/2/1985,2023-06-28,,Customer Service,Help Desk Technician,67703,1
00-15613827,Peggy,Atkins,0,New York,New York City,Bachelor,14/11/1976,2021-07-07,,Operations,Logistics Coordinator,63143,1
00-51996390,Darren,Jones,0,New York,New York City,Bachelor,23/11/1977,2019-09-04,,Operations,Inventory Specialist,63388,2
00-89699265,Kristina,Robinson,0,Michigan,Detroit,Bachelor,30/06/1988,2020-09-29,,HR,HR Coordinator,54562,3
00-15168989,Jerry,Stewart,0,Michigan,Warren,PhD,15/03/1965,2020-05-17,,Sales,Sales Consultant,99612,4
00-15692967,Zachary,Smith,1,New York,New York City,Bachelor,20/01/1985,2023-11-20,,Operations,Inventory Specialist,66709,3
00-82191574,Jose,Mitchell,0,Illinois,Naperville,Bachelor,13/04/1986,2019-06-04,,Finance,Accountant,75247,4
00-84853354,Emily,Nicholson,0,New York,New York City,Bachelor,20/05/1982,2018-01-30,,Operations,Logistics Coordinator,64098,3
00-35481281,Angela,White,1,Michigan,Detroit,Bachelor,25/03/1985,2017-05-02,,Sales,Sales Representative,65976,3
00-48374806,Michael,Shannon,1,New York,New York City,High School,25/02/1973,2019-04-15,,Customer Service,Support Specialist,64359,4
00-29091078,Renee,Porter,1,New York,New York City,Bachelor,6/11/2002,2019-03-19,,Sales,Sales Specialist,69670,2
00-22138759,Jimmy,Allen,0,New York,New York City,Bachelor,21/05/2004,2022-04-14,,Marketing,Marketing Coordinator,65718,3
00-88577462,Jamie,Harris,0,Ohio,Cleveland,Master,10/7/1980,2024-04-06,,Sales,Sales Specialist,87076,3
00-28160554,Mary,Kelly,1,North Carolina,Charlotte,Master,12/2/1974,2019-10-30,,Operations,Operations Analyst,79876,3
00-13343647,Daniel,Mora,0,New York,New York City,High School,5/1/1971,2017-09-20,,Operations,Inventory Specialist,58052,1
00-37102854,Stephanie,Vasquez,1,New York,New York City,PhD,6/1/1969,2023-01-03,,Sales,Sales Specialist,80012,4
00-53496580,Kathryn,Weaver,1,New York,New York City,PhD,25/01/1993,2022-01-17,,Sales,Sales Consultant,91069,4
00-32010905,Melanie,Watson,1,New York,New York City,Bachelor,25/11/1995,2022-05-03,,Customer Service,Help Desk Technician,87902,3
00-25322958,Travis,Galloway,0,Illinois,Aurora,Bachelor,6/7/2003,2022-12-15,,Marketing,Marketing Coordinator,56394,3
00-21449650,Autumn,Hill,0,Michigan,Grand Rapids,Bachelor,18/10/1995,2020-03-12,,Operations,Logistics Coordinator,60417,3
00-78674708,Tracey,Moon,0,Pennsylvania,Allentown,Master,13/10/1980,2021-04-19,,Sales,Sales Consultant,83557,4
00-83866174,Raymond,Christensen,1,New York,New York City,Master,24/02/1999,2018-02-19,,Sales,Sales Consultant,65965,4
00-85898994,Brian,Lloyd,1,Michigan,Grand Rapids,Bachelor,16/01/1997,2023-07-05,,Customer Service,Help Desk Technician,68653,3
00-29408873,Sheila,Johnson,0,New York,New York City,High School,9/11/1987,2017-05-15,,Marketing,SEO Specialist,54737,1
00-66315301,Phillip,Parks,1,Virginia,Richmond,Bachelor,7/10/2001,2018-03-09,,IT,IT Support Specialist,63498,3
00-69895766,Stephen,Martinez,0,Michigan,Warren,Bachelor,19/03/1988,2017-07-21,,Sales,Sales Consultant,89063,3
00-27659164,Steve,Norris,0,New York,New York City,Bachelor,26/10/1982,2024-01-05,,Operations,Logistics Coordinator,55201,4
00-43971980,Emily,Gray,0,New York,Rochester,Bachelor,28/10/1981,2015-02-09,,Operations,Logistics Coordinator,56703,2
00-76926628,Mark,Salazar,1,New York,New York City,Master,19/03/2001,2020-04-10,,Sales,Sales Consultant,84379,3
00-76231992,Jacob,Baker,1,New York,New York City,Bachelor,17/11/1992,2017-04-15,,Sales,Sales Representative,65558,2
00-73848982,Thomas,Austin,0,New York,New York City,High School,29/10/1986,2019-05-23,,IT,IT Support Specialist,60148,1
00-90693921,Ivan,Coleman,1,New York,New York City,Bachelor,16/09/1970,2021-06-12,,Operations,Logistics Coordinator,70556,3
00-47327686,Jaclyn,Watson,1,New York,New York City,High School,9/6/1976,2021-11-28,,Operations,Inventory Specialist,61830,1
00-37868647,Richard,Hayes,0,New York,New York City,Bachelor,15/01/1983,2015-08-10,,Sales,Sales Representative,73372,3
00-97681338,David,Johnston,1,New York,Rochester,Bachelor,16/01/1998,2018-03-30,,Operations,Logistics Coordinator,63278,3
00-14352961,Lisa,Le,1,New York,Rochester,Bachelor,1/3/1999,2022-11-09,,Sales,Sales Representative,60180,3
00-54440977,Joe,Reynolds,1,New York,Rochester,Bachelor,13/02/1986,2024-05-27,,Operations,Logistics Coordinator,65871,2
00-48168910,Edward,Shaffer,0,New York,New York City,High School,14/12/1963,2021-03-10,,Marketing,Content Creator,58811,1
00-89855385,Robert,Taylor,1,New York,New York City,Master,21/04/1961,2020-12-12,,Sales,Sales Specialist,56856,4
00-71114408,Melissa,Holmes,0,New York,New York City,High School,24/08/1967,2022-10-07,,Customer Service,Customer Service Representative,57210,1
00-22499198,Leslie,Tucker,1,New York,New York City,High School,8/8/1999,2022-04-08,,Operations,Inventory Specialist,54842,1
00-60860378,Anna,Bradley,0,New York,New York City,High School,13/09/1991,2023-06-04,,IT,IT Support Specialist,54745,1
00-83882978,Corey,Martin,1,Pennsylvania,Allentown,Master,23/03/1962,2016-03-24,,Operations,Operations Analyst,76301,4
00-26377680,Lisa,Woods,0,New York,Rochester,High School,5/9/1976,2022-09-02,,Operations,Inventory Specialist,66769,1
